row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
252,32614-Symptoms_Ill_27,32614-Symptoms_Ill_27,30082-Race-1,Race selected; White,2,387,0,336,0,387
253,32615-Symptoms_Ill_28,32615-Symptoms_Ill_28,30082-Race-1,Race selected; White,3,386,1,335,1,386
254,32616-Symptoms_Ill_29,32616-Symptoms_Ill_29,30082-Race-1,Race selected; White,14,375,8,328,8,375
255,32617-Symptoms_Ill_30,32617-Symptoms_Ill_30,30082-Race-1,Race selected; White,4,385,7,329,7,385
256,32618-Symptoms_Ill_999,32618-Symptoms_Ill_999,30082-Race-1,Race selected; White,0,389,0,336,0,389
257,32726-Gender_more-1,32726-Gender_more-1,30082-Race-1,Race selected; White,1,404,0,378,0,404
258,32726-Gender_more-3,32726-Gender_more-3,30082-Race-1,Race selected; White,4,401,1,377,1,401
259,32726-Gender_more-4,32726-Gender_more-4,30082-Race-1,Race selected; White,2,403,1,377,1,403
260,32726-Gender_more-7,32726-Gender_more-7,30082-Race-1,Race selected; White,0,405,1,377,1,405
261,32726-Gender_more-999,32726-Gender_more-999,30082-Race-1,Race selected; White,0,405,1,377,1,405
262,36104-Post_vaccinefactors-1,36104-Post_vaccinefactors-1,30082-Race-1,Race selected; White,1,359,0,312,0,359
263,36104-Post_vaccinefactors-10,36104-Post_vaccinefactors-10,30082-Race-1,Race selected; White,3,357,5,307,5,357
264,36104-Post_vaccinefactors-11,36104-Post_vaccinefactors-11,30082-Race-1,Race selected; White,2,358,9,303,9,358
265,36104-Post_vaccinefactors-12,36104-Post_vaccinefactors-12,30082-Race-1,Race selected; White,5,355,5,307,5,355
266,36104-Post_vaccinefactors-13,36104-Post_vaccinefactors-13,30082-Race-1,Race selected; White,0,360,3,309,3,360
267,36104-Post_vaccinefactors-14,36104-Post_vaccinefactors-14,30082-Race-1,Race selected; White,0,360,2,310,2,360
268,36104-Post_vaccinefactors-15,36104-Post_vaccinefactors-15,30082-Race-1,Race selected; White,1,359,5,307,5,359
269,36104-Post_vaccinefactors-16,36104-Post_vaccinefactors-16,30082-Race-1,Race selected; White,2,358,2,310,2,358
270,36104-Post_vaccinefactors-17,36104-Post_vaccinefactors-17,30082-Race-1,Race selected; White,1,359,5,307,5,359
271,36104-Post_vaccinefactors-18,36104-Post_vaccinefactors-18,30082-Race-1,Race selected; White,1,359,2,310,2,359
272,36104-Post_vaccinefactors-19,36104-Post_vaccinefactors-19,30082-Race-1,Race selected; White,0,360,1,311,1,360
273,36104-Post_vaccinefactors-2,36104-Post_vaccinefactors-2,30082-Race-1,Race selected; White,3,357,3,309,3,357
274,36104-Post_vaccinefactors-3,36104-Post_vaccinefactors-3,30082-Race-1,Race selected; White,1,359,4,308,4,359
275,36104-Post_vaccinefactors-4,36104-Post_vaccinefactors-4,30082-Race-1,Race selected; White,8,352,27,285,27,352
276,36104-Post_vaccinefactors-5,36104-Post_vaccinefactors-5,30082-Race-1,Race selected; White,0,360,2,310,2,360
277,36104-Post_vaccinefactors-6,36104-Post_vaccinefactors-6,30082-Race-1,Race selected; White,0,360,1,311,1,360
278,36104-Post_vaccinefactors-7,36104-Post_vaccinefactors-7,30082-Race-1,Race selected; White,0,360,2,310,2,360
279,36104-Post_vaccinefactors-8,36104-Post_vaccinefactors-8,30082-Race-1,Race selected; White,5,355,10,302,10,355
280,36104-Post_vaccinefactors-9,36104-Post_vaccinefactors-9,30082-Race-1,Race selected; White,0,360,3,309,3,360
281,bin_30106-currently_pregnant,bin_30106-currently_pregnant,30082-Race-1,Race selected; White,7,394,5,371,5,394
282,bin_30107-alcohol_consume,bin_30107-alcohol_consume,30082-Race-1,Race selected; White,286,114,196,171,196,114
283,bin_30117-Deaf,bin_30117-Deaf,30082-Race-1,Race selected; White,4,400,6,370,6,400
284,bin_30118-Blind,bin_30118-Blind,30082-Race-1,Race selected; White,2,403,5,372,5,403
285,bin_30119-Concentrating,bin_30119-Concentrating,30082-Race-1,Race selected; White,14,387,25,347,25,387
286,bin_30120-Walking,bin_30120-Walking,30082-Race-1,Race selected; White,13,392,31,345,31,392
287,bin_30121-Dressing,bin_30121-Dressing,30082-Race-1,Race selected; White,2,403,8,369,8,403
288,bin_30122-Errands,bin_30122-Errands,30082-Race-1,Race selected; White,4,399,14,361,14,399
289,bin_30123-ColorBlind,bin_30123-ColorBlind,30082-Race-1,Race selected; White,5,395,3,368,3,395
290,bin_30170-Flu_shot,bin_30170-Flu_shot,30082-Race-1,Race selected; White,161,224,176,158,176,224
291,bin_30171-COVID_vaccine,bin_30171-COVID_vaccine,30082-Race-1,Race selected; White,336,47,249,84,249,47
292,bin_31401-research_before,bin_31401-research_before,30082-Race-1,Race selected; White,101,257,70,240,70,257
293,bin_32136-vaccine_didyou,bin_32136-vaccine_didyou,30082-Race-1,Race selected; White,348,47,270,100,270,47
294,bin_36096-Post_covidvaccine,bin_36096-Post_covidvaccine,30082-Race-1,Race selected; White,123,18,114,49,114,18
295,bin_age_40plus,bin_age_40plus,30082-Race-1,Race selected; White,159,238,170,199,170,238
296,target_athome_positive,target_athome_positive,30082-Race-1,Race selected; White,26,355,15,303,15,355
297,target_pcr_positive,target_pcr_positive,30082-Race-1,Race selected; White,36,358,20,139,20,358
298,30082-Race-1,30082-Race-1,30082-Race-2,Race selected; Black or African American,20,333,385,45,385,333
299,30082-Race-3,30082-Race-3,30082-Race-2,Race selected; Black or African American,0,353,30,400,30,353
300,30082-Race-4,30082-Race-4,30082-Race-2,Race selected; Black or African American,4,349,9,421,9,349
301,30082-Race-5,30082-Race-5,30082-Race-2,Race selected; Black or African American,0,353,2,428,2,353
302,30082-Race-6,30082-Race-6,30082-Race-2,Race selected; Black or African American,1,352,12,418,12,352
303,30082-Race-998,30082-Race-998,30082-Race-2,Race selected; Black or African American,0,353,4,426,4,353
304,30082-Race-999,30082-Race-999,30082-Race-2,Race selected; Black or African American,0,353,3,427,3,353
305,30086-Gender-1,30086-Gender-1,30082-Race-2,Race selected; Black or African American,98,255,144,286,144,255
306,30086-Gender-2,30086-Gender-2,30082-Race-2,Race selected; Black or African American,254,99,284,146,284,99
307,30086-Gender-3,30086-Gender-3,30082-Race-2,Race selected; Black or African American,4,349,4,426,4,349
308,30086-Gender-5,30086-Gender-5,30082-Race-2,Race selected; Black or African American,1,352,0,430,0,352
309,30086-Gender-999,30086-Gender-999,30082-Race-2,Race selected; Black or African American,0,353,0,430,0,353
310,30103-conditionsrisks-10,30103-conditionsrisks-10,30082-Race-2,Race selected; Black or African American,5,348,9,421,9,348
311,30103-conditionsrisks-13,30103-conditionsrisks-13,30082-Race-2,Race selected; Black or African American,29,324,37,393,37,324
312,30103-conditionsrisks-14,30103-conditionsrisks-14,30082-Race-2,Race selected; Black or African American,60,293,49,381,49,293
313,30103-conditionsrisks-15,30103-conditionsrisks-15,30082-Race-2,Race selected; Black or African American,2,351,0,430,0,351
314,30103-conditionsrisks-16,30103-conditionsrisks-16,30082-Race-2,Race selected; Black or African American,5,348,9,421,9,348
315,30103-conditionsrisks-17,30103-conditionsrisks-17,30082-Race-2,Race selected; Black or African American,9,344,18,412,18,344
316,30103-conditionsrisks-19,30103-conditionsrisks-19,30082-Race-2,Race selected; Black or African American,6,347,20,410,20,347
317,30103-conditionsrisks-2,30103-conditionsrisks-2,30082-Race-2,Race selected; Black or African American,41,312,15,415,15,312
318,30103-conditionsrisks-20,30103-conditionsrisks-20,30082-Race-2,Race selected; Black or African American,119,234,226,204,226,234
319,30103-conditionsrisks-22,30103-conditionsrisks-22,30082-Race-2,Race selected; Black or African American,6,347,5,425,5,347
320,30103-conditionsrisks-23,30103-conditionsrisks-23,30082-Race-2,Race selected; Black or African American,1,352,0,430,0,352
321,30103-conditionsrisks-3,30103-conditionsrisks-3,30082-Race-2,Race selected; Black or African American,80,273,38,392,38,273
322,30103-conditionsrisks-4,30103-conditionsrisks-4,30082-Race-2,Race selected; Black or African American,81,272,56,374,56,272
323,30103-conditionsrisks-5,30103-conditionsrisks-5,30082-Race-2,Race selected; Black or African American,6,347,11,419,11,347
324,30103-conditionsrisks-6,30103-conditionsrisks-6,30082-Race-2,Race selected; Black or African American,0,353,1,429,1,353
325,30103-conditionsrisks-7,30103-conditionsrisks-7,30082-Race-2,Race selected; Black or African American,2,351,2,428,2,351
326,30103-conditionsrisks-8,30103-conditionsrisks-8,30082-Race-2,Race selected; Black or African American,3,350,13,417,13,350
327,30103-conditionsrisks-9,30103-conditionsrisks-9,30082-Race-2,Race selected; Black or African American,33,320,15,415,15,320
328,30103-conditionsrisks-999,30103-conditionsrisks-999,30082-Race-2,Race selected; Black or African American,7,346,11,419,11,346
329,30138-COVID_Why-1,30138-COVID_Why-1,30082-Race-2,Race selected; Black or African American,32,282,65,346,65,282
330,30138-COVID_Why-2,30138-COVID_Why-2,30082-Race-2,Race selected; Black or African American,22,292,44,367,44,292
331,30138-COVID_Why-3,30138-COVID_Why-3,30082-Race-2,Race selected; Black or African American,17,297,19,392,19,297
332,30138-COVID_Why-4,30138-COVID_Why-4,30082-Race-2,Race selected; Black or African American,15,299,9,402,9,299
333,30138-COVID_Why-5,30138-COVID_Why-5,30082-Race-2,Race selected; Black or African American,20,294,17,394,17,294
334,30138-COVID_Why-999,30138-COVID_Why-999,30082-Race-2,Race selected; Black or African American,3,311,0,411,0,311
335,30141-covid_tst_symptoms-1,30141-covid_tst_symptoms-1,30082-Race-2,Race selected; Black or African American,5,309,3,408,3,309
336,30141-covid_tst_symptoms-10,30141-covid_tst_symptoms-10,30082-Race-2,Race selected; Black or African American,15,299,38,373,38,299
337,30141-covid_tst_symptoms-11,30141-covid_tst_symptoms-11,30082-Race-2,Race selected; Black or African American,10,304,18,393,18,304
338,30141-covid_tst_symptoms-12,30141-covid_tst_symptoms-12,30082-Race-2,Race selected; Black or African American,14,300,38,373,38,300
339,30141-covid_tst_symptoms-13,30141-covid_tst_symptoms-13,30082-Race-2,Race selected; Black or African American,5,309,8,403,8,309
340,30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-14,30082-Race-2,Race selected; Black or African American,4,310,5,406,5,310
341,30141-covid_tst_symptoms-15,30141-covid_tst_symptoms-15,30082-Race-2,Race selected; Black or African American,7,307,8,403,8,307
342,30141-covid_tst_symptoms-16,30141-covid_tst_symptoms-16,30082-Race-2,Race selected; Black or African American,6,308,13,398,13,308
343,30141-covid_tst_symptoms-17,30141-covid_tst_symptoms-17,30082-Race-2,Race selected; Black or African American,11,303,22,389,22,303
344,30141-covid_tst_symptoms-18,30141-covid_tst_symptoms-18,30082-Race-2,Race selected; Black or African American,2,312,3,408,3,312
345,30141-covid_tst_symptoms-19,30141-covid_tst_symptoms-19,30082-Race-2,Race selected; Black or African American,0,314,2,409,2,314
346,30141-covid_tst_symptoms-21,30141-covid_tst_symptoms-21,30082-Race-2,Race selected; Black or African American,9,305,37,374,37,305
347,30141-covid_tst_symptoms-23,30141-covid_tst_symptoms-23,30082-Race-2,Race selected; Black or African American,6,308,11,400,11,308
348,30141-covid_tst_symptoms-25,30141-covid_tst_symptoms-25,30082-Race-2,Race selected; Black or African American,8,306,30,381,30,306
349,30141-covid_tst_symptoms-26,30141-covid_tst_symptoms-26,30082-Race-2,Race selected; Black or African American,2,312,10,401,10,312
350,30141-covid_tst_symptoms-28,30141-covid_tst_symptoms-28,30082-Race-2,Race selected; Black or African American,1,313,2,409,2,313
351,30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-29,30082-Race-2,Race selected; Black or African American,3,311,9,402,9,311
352,30141-covid_tst_symptoms-3,30141-covid_tst_symptoms-3,30082-Race-2,Race selected; Black or African American,13,301,11,400,11,301
353,30141-covid_tst_symptoms-30,30141-covid_tst_symptoms-30,30082-Race-2,Race selected; Black or African American,3,311,4,407,4,311
354,30141-covid_tst_symptoms-31,30141-covid_tst_symptoms-31,30082-Race-2,Race selected; Black or African American,0,314,1,410,1,314
355,30141-covid_tst_symptoms-4,30141-covid_tst_symptoms-4,30082-Race-2,Race selected; Black or African American,7,307,4,407,4,307
356,30141-covid_tst_symptoms-5,30141-covid_tst_symptoms-5,30082-Race-2,Race selected; Black or African American,14,300,21,390,21,300
357,30141-covid_tst_symptoms-6,30141-covid_tst_symptoms-6,30082-Race-2,Race selected; Black or African American,23,291,46,365,46,291
358,30141-covid_tst_symptoms-7,30141-covid_tst_symptoms-7,30082-Race-2,Race selected; Black or African American,6,308,19,392,19,308
359,30141-covid_tst_symptoms-8,30141-covid_tst_symptoms-8,30082-Race-2,Race selected; Black or African American,10,304,11,400,11,304
360,30141-covid_tst_symptoms-9,30141-covid_tst_symptoms-9,30082-Race-2,Race selected; Black or African American,9,305,11,400,11,305
361,30141-covid_tst_symptoms-998,30141-covid_tst_symptoms-998,30082-Race-2,Race selected; Black or African American,0,314,1,410,1,314
362,30147-flu_why-1,30147-flu_why-1,30082-Race-2,Race selected; Black or African American,5,309,3,408,3,309
363,30147-flu_why-3,30147-flu_why-3,30082-Race-2,Race selected; Black or African American,2,312,0,411,0,312
364,30147-flu_why-999,30147-flu_why-999,30082-Race-2,Race selected; Black or African American,2,312,0,411,0,312
365,30150-flu_tst_symptoms-1,30150-flu_tst_symptoms-1,30082-Race-2,Race selected; Black or African American,2,312,1,410,1,312
366,30150-flu_tst_symptoms-10,30150-flu_tst_symptoms-10,30082-Race-2,Race selected; Black or African American,2,312,2,409,2,312
367,30150-flu_tst_symptoms-12,30150-flu_tst_symptoms-12,30082-Race-2,Race selected; Black or African American,1,313,1,410,1,313
368,30150-flu_tst_symptoms-13,30150-flu_tst_symptoms-13,30082-Race-2,Race selected; Black or African American,1,313,0,411,0,313
369,30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-15,30082-Race-2,Race selected; Black or African American,1,313,0,411,0,313
370,30150-flu_tst_symptoms-16,30150-flu_tst_symptoms-16,30082-Race-2,Race selected; Black or African American,1,313,0,411,0,313
371,30150-flu_tst_symptoms-21,30150-flu_tst_symptoms-21,30082-Race-2,Race selected; Black or African American,1,313,2,409,2,313
372,30150-flu_tst_symptoms-23,30150-flu_tst_symptoms-23,30082-Race-2,Race selected; Black or African American,0,314,1,410,1,314
373,30150-flu_tst_symptoms-3,30150-flu_tst_symptoms-3,30082-Race-2,Race selected; Black or African American,2,312,1,410,1,312
374,30150-flu_tst_symptoms-30,30150-flu_tst_symptoms-30,30082-Race-2,Race selected; Black or African American,0,314,1,410,1,314
375,30150-flu_tst_symptoms-5,30150-flu_tst_symptoms-5,30082-Race-2,Race selected; Black or African American,3,311,0,411,0,311
376,30150-flu_tst_symptoms-6,30150-flu_tst_symptoms-6,30082-Race-2,Race selected; Black or African American,5,309,3,408,3,309
377,30150-flu_tst_symptoms-7,30150-flu_tst_symptoms-7,30082-Race-2,Race selected; Black or African American,2,312,0,411,0,312
378,30150-flu_tst_symptoms-8,30150-flu_tst_symptoms-8,30082-Race-2,Race selected; Black or African American,0,314,2,409,2,314
379,30150-flu_tst_symptoms-9,30150-flu_tst_symptoms-9,30082-Race-2,Race selected; Black or African American,2,312,2,409,2,312
380,30153-Symptoms-1,30153-Symptoms-1,30082-Race-2,Race selected; Black or African American,260,54,291,120,291,54
381,30153-Symptoms-2,30153-Symptoms-2,30082-Race-2,Race selected; Black or African American,15,299,51,360,51,299
382,30153-Symptoms-3,30153-Symptoms-3,30082-Race-2,Race selected; Black or African American,29,285,54,357,54,285
383,30153-Symptoms-4,30153-Symptoms-4,30082-Race-2,Race selected; Black or African American,2,312,5,406,5,312
384,30153-Symptoms-5,30153-Symptoms-5,30082-Race-2,Race selected; Black or African American,39,275,91,320,91,275
385,30153-Symptoms-6,30153-Symptoms-6,30082-Race-2,Race selected; Black or African American,15,299,34,377,34,299
386,30153-Symptoms-999,30153-Symptoms-999,30082-Race-2,Race selected; Black or African American,1,313,4,407,4,313
387,30154-Symptoms_Resp-1,30154-Symptoms_Resp-1,30082-Race-2,Race selected; Black or African American,237,77,241,170,241,77
388,30154-Symptoms_Resp-2,30154-Symptoms_Resp-2,30082-Race-2,Race selected; Black or African American,37,277,112,299,112,277
389,30154-Symptoms_Resp-21,30154-Symptoms_Resp-21,30082-Race-2,Race selected; Black or African American,23,291,82,329,82,291
390,30154-Symptoms_Resp-3,30154-Symptoms_Resp-3,30082-Race-2,Race selected; Black or African American,42,272,109,302,109,272
391,30154-Symptoms_Resp-4,30154-Symptoms_Resp-4,30082-Race-2,Race selected; Black or African American,16,298,19,392,19,298
392,30154-Symptoms_Resp-5,30154-Symptoms_Resp-5,30082-Race-2,Race selected; Black or African American,12,302,14,397,14,302
393,30154-Symptoms_Resp-6,30154-Symptoms_Resp-6,30082-Race-2,Race selected; Black or African American,23,291,30,381,30,291
394,30154-Symptoms_Resp-7,30154-Symptoms_Resp-7,30082-Race-2,Race selected; Black or African American,14,300,15,396,15,300
395,30154-Symptoms_Resp-999,30154-Symptoms_Resp-999,30082-Race-2,Race selected; Black or African American,1,313,3,408,3,313
396,30156-Symptom_GI-1,30156-Symptom_GI-1,30082-Race-2,Race selected; Black or African American,259,55,310,101,310,55
397,30156-Symptom_GI-2,30156-Symptom_GI-2,30082-Race-2,Race selected; Black or African American,23,291,57,354,57,291
398,30156-Symptom_GI-3,30156-Symptom_GI-3,30082-Race-2,Race selected; Black or African American,19,295,39,372,39,295
399,30156-Symptom_GI-4,30156-Symptom_GI-4,30082-Race-2,Race selected; Black or African American,25,289,32,379,32,289
400,30156-Symptom_GI-5,30156-Symptom_GI-5,30082-Race-2,Race selected; Black or African American,14,300,30,381,30,300
401,30156-Symptom_GI-999,30156-Symptom_GI-999,30082-Race-2,Race selected; Black or African American,1,313,3,408,3,313
402,30158-Symtpom_Neuro-1,30158-Symtpom_Neuro-1,30082-Race-2,Race selected; Black or African American,248,66,273,138,273,66
403,30158-Symtpom_Neuro-2,30158-Symtpom_Neuro-2,30082-Race-2,Race selected; Black or African American,50,264,121,290,121,264
404,30158-Symtpom_Neuro-3,30158-Symtpom_Neuro-3,30082-Race-2,Race selected; Black or African American,11,303,9,402,9,303
405,30158-Symtpom_Neuro-4,30158-Symtpom_Neuro-4,30082-Race-2,Race selected; Black or African American,1,313,2,409,2,313
406,30158-Symtpom_Neuro-5,30158-Symtpom_Neuro-5,30082-Race-2,Race selected; Black or African American,4,310,6,405,6,310
407,30158-Symtpom_Neuro-6,30158-Symtpom_Neuro-6,30082-Race-2,Race selected; Black or African American,4,310,5,406,5,310
408,30158-Symtpom_Neuro-7,30158-Symtpom_Neuro-7,30082-Race-2,Race selected; Black or African American,15,299,24,387,24,299
409,30158-Symtpom_Neuro-8,30158-Symtpom_Neuro-8,30082-Race-2,Race selected; Black or African American,16,298,15,396,15,298
410,30158-Symtpom_Neuro-9,30158-Symtpom_Neuro-9,30082-Race-2,Race selected; Black or African American,12,302,12,399,12,302
411,30158-Symtpom_Neuro-999,30158-Symtpom_Neuro-999,30082-Race-2,Race selected; Black or African American,0,314,3,408,3,314
412,30160-Symptom_Inflamm-1,30160-Symptom_Inflamm-1,30082-Race-2,Race selected; Black or African American,291,23,360,51,360,23
